Brand Name,Product,Path/Bank,Program / Sample,Notes,Examples
Spectrasonics,Metamorphosis,Disc 2 -> PARTITION A -> 99-105 LPS,SID KID,AKAI/WAV/Stylus tossup,Flarine
Spectrasonics,Omnisphere,ARP + BPM,Dynamic Crystal Gamelan Arp,Different preset w/same source?,Traseia
Spectrasonics,Stylus,,55-Phew and Phar d,,Sain City
Spectrasonics,Stylus,Congas,118-Congas,,Sain City
Spectrasonics,Stylus,Shakers,83-Shaker,Absolutely could be something else,Saint Morning Field
Spectrasonics,Stylus RMX,Groove Elements -> Congas,99-Congas,Layered with something else,Kaillun Grassland
Spectrasonics,Symphony of Voices,Disc 2 -> Partition G -> 01 SOP OHS,SOP OHS AS,,"Frostbelt, Guardiane"
Spectrasonics,Symphony of Voices,Disc 2 -> Partition G -> 02 SOP-EH-OH,SOP EH-OH AS,,"Darkon 2, Guardiane"
Spectrasonics,Symphony of Voices,Disc 3 -> Partition D -> 02 SOLO BOY,ONE BOY AH,"A, B or C. Sample used is   BC 1-AH 08",Invisible
Spectrasonics,Symphony of Voices,Disc 3 -> Partition D -> 03 BOY PHRAS,BOY PHR MONO,,"Invisible, Darkon Battle, Solemn 2"
Spectrasonics,Symphony of Voices,Disc 5 -> Partition C -> 01 OPERATIC,OPERATIC,,Sad
Spectrasonics,Symphony of Voices,Disc 5 -> Partition C -> 02 SERENE,SERENE 18,Second instance cuts the Ooo intro,Flaris Field
Spectrasonics,?,,,,
Sonic Foundry,Voices of Native America,Single Shot Loops & Hits -> Flutes,Echo Flute 9.2,,"Saint Morning Battle, Sad"
Sonic Foundry,Voices of Native America,Single Shot Loops & Hits -> Flutes,Echo Flute 9.3,,Saint Morning Battle
Sonic Foundry,Voices of Native America,Single Shot Loops & Hits -> Flutes,Echo Flute 10.8,,"Saint Morning Battle, Sad"
Sonic Foundry,Voices of Native America,Single Shot Loops & Hits -> Flutes,Echo Flute 11.4,,Saint Morning Battle
Sonic Foundry,Voices of Native America,Single Shot Loops & Hits -> Flutes,Echo Flute 11.5,,Saint Morning Battle
Ueberschall,Techno Trance Essentials,72-96 VOX -> TE72.VOXa-SPECIAL,voxTTE72010special-A,Pitch up 400 cents,Flying
Yamaha,MOTIF 6,DRUM,,First two kits? Some elements only?,Lachrymose
Yamaha,MOTIF 6,,,Accordion,Sain City
Yamaha,MOTIF 6,PRE2,D06 SweetFlute,,"Flaris Field, Saint Morning Field, New Flarine, Euphresia, Eillun, Kaillun Grassland"
Yamaha,MOTIF 6,PRE2,G14 EthncFlute,Mute 2nd voicing,Flarine
Zero-G,Cuckooland UNHINGED,Disc 2 -> Partition A -> FX SET 2,SNAKE LICK,Used ver. could be CDDA/WAV,Darkon 1
RF Online (2004) - SoundTeMP,,,,,
EastWest,Symphonic Orchestra,,,Soundtrack is mostly EWQL,"Accretia Base, Cora Base, Cauldron Field"
"Silkroad Online (2005) - SoundTeMP, Park Jung-Ah",,,,,
AudioNerdz,Delay Lama,,,,Donwhang Dungeon
,,,,Goliath music box,event_festival
EastWest,Symphonic Orchestra,,,Soundtrack is mostly EWQL,Eastern Europe Field
Spectrasonics,Metamorphosis,Disc 1 -> Partition A -> 53-70 LOOPS,ABCESS B,,event_ghost
Yamaha,MOTIF 6,PRE2,D06 SweetFlute,,"Feliz Navidad, Hotan Field"
Yellow Tools,Pure Drums,,Funk Kit,Might be ProSamples 43,Feliz Navidad
"Yogurting (2005) - Sungwoon Jang, Goomin Nam, Kazuo Sato",,,,,
,,,,"Check this sfx, is it JV80 SFX?",Visions
ILIO,Stark Raving Beats,EXP Libraries > Stark Raving Beats,150-All That Perc Loop,,The Night Before the Fierce Contest
KORG,TRITON-Rack,Programs -> INT-A,079 Ensemble Bell,,A New Encounter
KORG,TRITON-Rack,Programs -> INT-A,127 Krystal Bells,"Disable reverb. Not matching, recheck",Homeroom
Roland,,,,SC Shakuhachi,The Memory of that Day
Roland,JV-2080,PR-B,098 Air Lead,,A New Encounter
Spectrasonics,Liquid Grooves,Disc 1 -> Partition C -> 73 MYSTERIOUS,MYS TRIPPY 1,,Silence
Spectrasonics,Liquid Grooves,Disc 1 -> Partition D -> 78 ICE BRUSH,ICE BRUSHES,,Visions
Spectrasonics,Stylus RMX,,52-Alice's Dream Combo,,Beyond the Mist
Spectrasonics,Stylus RMX,,60-Volcano Kabuki Wood,,Beyond the Mist
Spectrasonics,Stylus RMX,,68-Tower Zero Groove,,Forgotten Scenery
Spectrasonics,Stylus RMX,,,,Let's Make Some Memories!
Spectrasonics,Stylus RMX,,,,Let's Make Some Memories!
Spectrasonics,Stylus RMX,,84-Small Blocks Beat,,Bygone Days
Spectrasonics,Stylus RMX,,84-Small Blocks Combo,,Bygone Days
Spectrasonics,Stylus RMX,,135-Iron Boy,,Let's Make Some Memories!
Spectrasonics,Stylus RMX,,160-Find The Exit Combo,,The Thousand Year Lament
Yamaha,MOTIF 6,PRE2,D06 SweetFlute,,"Memories of Yggdrasil, Let's Make Some Memories!, Welcome to Yoitsuki Institute"
Yamaha,MOTIF 6,GM,E12 Panflute,,Beyond the Mist
"Granado Espada (2006) - SoundTeMP, Dong-Il Kwak, Osamu Kubota, Junsung Kim ",,,,,
Access,Virus,,A4 Impact MS,Program name based on Virus C,Toccata and Fugue in D-
Best Service,World Colours,,,One other sample as well,Dark Temple
Best Service,World Colours,Partition F -> FLUTE GROOVE,FLUTE GROOVE,FLUTEGRV06 ,Dark Temple
Best Service,World Colours,Partition F -> FLUTE+VOCAL,FLUTE+VOCAL,FLU.+VOC01,Dark Temple
EastWest,Symphonic Orchestra,,,Most orchestral tracks,Fatal
E-MU Systems,Proteus 2000,Instruments,0203 gtr:Sad Guitar,Could be ROM version?,Tempician
KORG,TRITON-Rack,Programs -> INT-A,A001 Acoustic Piano,,"Dancing the Moon, Honor Winds, Sol de la Centro"
KORG,TRITON-Rack,Programs -> INT-D,D042 Vanishing Planet,,Dark Temple
Roland,JV-2080,PR-C,048 Real Pizz,,"Dark Temple, Paradiso"
Roland,SR-JV80-04 Vintage Synth,,255 RSS Spinner,,Red Shores
Sonic Foundry,Voices of Native America,,,,Noche de la Selva
Sonic Foundry,Voices of Native America,,,,Paradiso
Spectrasonics,Metamorphosis,Disc 1 -> Partition A -> 53-70 LOOPS,MOHAVE C,,Ghetto Amoretto
Spectrasonics,Metamorphosis,Disc 2 -> PARTITION A -> 99-105 LPS,HAMSTRING,,The Last of Chaos
Spectrasonics,Stylus RMX,Bonus Spectrasonics -> Distorted Reality 130-171,137-Cat Woman,,Khi-Fi
Spectrasonics,Stylus RMX,RMX Grooves,52-Alice's Dream Wood Hits,Pitched down,Succubus
Spectrasonics,Stylus RMX,RMX Grooves,73-Caravan Perc,,Nino Zorro Vio
Spectrasonics,Stylus RMX,RMX Grooves,125-Evil Echo Evilness,,"Deatholic, Matar Fiesta"
Spectrasonics,Stylus RMX,RMX Grooves,143-MindBender Half Metal,,Whispering
Spectrasonics,Stylus RMX,RMX Grooves,160-Spheres DnB,Custom loop,Tempestuous
Spectrasonics,Stylus RMX,RMX Grooves,174-World Hunt,,"Espada Nigero, Agujero inmundo"
Spectrasonics,Stylus RMX,RMX Grooves,174-World Hunt Snares 1,One-shot with reverb,Dark Temple
Spectrasonics,Stylus RMX,RMX Grooves,174-World Hunt Snares 2,One-shot with reverb,Dark Temple
Spectrasonics,Symphony of Voices,Disc 2 -> Partition G -> 01 SOP OHS,SOP OHS AS,,Illusion
Ueberschall,2 Step Garage,Disc 1,Track 07,Timestamp: 0:00,2step blue
Ueberschall,2 Step Garage,Disc 1,Track 09,Timestamp: 1:44.8,2step blue
Ueberschall,2 Step Garage,Disc 1,Track 10,Timestamp: 0:00,2step blue
XLN Audio,Addictive Drums 2,,,Custom or metal ADpak preset,Initium Rush Hour
Yamaha,MOTIF 6,PRE2,D06 SweetFlute,,"Sunnyside, Cancion Amor, Watersky"
"La Tale (2006) - Jinbae Park, Hyuntaek Yun, Hwang Joo-eun, Goohyun Jung, Shin Dong Hwi",,,,,
Best Service,Voice Spectral,Track 8,Timestamp 0:00,,Saurus Field
Big Fish Audio,Funk City,14 090 E,scratch fx,,"Coal Mine, Van Giwoo"
EastWest,Ministry of Rock,,,,colosseum
EastWest,Ra,Mid East -> Plucked -> Santoor,Santoor KS C0-G0,,"Iris's Theme, Save The Saboten Princess"
EastWest,Symphonic Orchestra,Woodwinds -> Solo Oboe -> 5 Keysw,SOB KS Master,,Iris's Theme  
EastWest,Symphonic Orchestra,,Harp,,Fragrance of Forest
EastWest,Symphonic Orchestra,,3 Snares,D.Z rocks this,"Ackee City, Hammer of Dwarf, Evening Sun, Abracadabra"
EastWest,Symphonic Orchestra,,Large Snare Ensemble,,Dragon Castle
EastWest,Stormdrum,Large Percussion,Big Hits,E5,Smile of Sunshine
EDIROL,Orchestral,String Sections -> Full Strings,P-0 033 FullStrings Spicatto,,Prologue Part 2
EDIROL,Orchestral,Woodwinds -> Clarinet,P-4 017 Clarinet 2,,"OX QUIZ, Snowfield"
Ensoniq,MR-Rack,RAM001,000 Steel Pad,Disable effects,Earth Unlimited
Ensoniq,MR-Rack,RAM001,049 MR Coffee,,용기있는 한걸음
Heavyocity,Damage,,,,
Hollywood Edge,Premiere Edition Vol. 1,"PE-20 Electronic, Sci-Fi",MultipitchedHighFr PE208201,,"Genepe Orgel, Siam"
Native Instruments,FM7,,Far East,,akai ito
Roland,JV-2080,,,,"Dear. HyeJin, Toad island #1/#2/#4, "
Roland,SR-JV80-06 Dance,,157 ScratchMenu2,"0215 Spooky, 0181 Scratch Hit",Gambling without Luck
Spectrasonics,Metamorphosis,Disc 1 -> Partition A -> 53-70 LOOPS,MOHAVE B,,dance away
Spectrasonics,Metamorphosis,Disc 1 -> Partition A -> 53-70 LOOPS,SONAR,Custom loop,"Elfa, 돌고래의 꿈"
Spectrasonics,Stylus RMX,Classic Stylus -> 74-Crossroads,74-Crossroads,,Theme of Chunsik
Spectrasonics,Stylus RMX,Classic Stylus -> 79-Shifted Jazz,79-Shifted Jazz,,Toad island #3 
Spectrasonics,Stylus RMX,Classic Stylus -> 78-Perturbed,78-Perturbed,,Mystic
Spectrasonics,Stylus RMX,Classic Stylus -> 133-Step out,133-Step out a,,Pyramid
Spectrasonics,Stylus RMX,Classic Stylus -> Bongos,131-Bongos,,Pyramid
Spectrasonics,Stylus RMX,Classic Stylus -> Congas,100-Congas Bend,,Welcome to the Jungle
Spectrasonics,Stylus RMX,RMX Grooves -> 54-Eclipse,54-Eclipse Atoms,,Cookie Garden
Spectrasonics,Stylus RMX,RMX Grooves -> 60-Volcano,60-Volcano  Combo,,"Dark Forest, Mysteries of the Forest, The Cradle of Stars"
Spectrasonics,Stylus RMX,RMX Grooves -> 70-Eden,70-Eden  Combo,Custom Loop,Night Wish
Spectrasonics,Stylus RMX,RMX Grooves -> 72-Liquid Frame,72-Liquid Frame  Combo,,"Lightning Strikes, Echoes, Dark Forest, Lost Temple (Xenadia), Chaotic Guild"
Spectrasonics,Stylus RMX,RMX Grooves -> 73-Caravan,73-Caravan  Combo,,Sunshine Bar
Spectrasonics,Stylus RMX,RMX Grooves -> 79-Bossa Love,79-BossaLuv  Combo a,,Vivo Reprise
Spectrasonics,Stylus RMX,RMX Grooves -> 80-Space Ranger,80-Space Ranger S+H,,Don't Freeze
Spectrasonics,Stylus RMX,RMX Grooves -> 84-Particles,84-Particles  Combo,,"Be Ruined, Mystery School, Night Flower"
Spectrasonics,Stylus RMX,RMX Grooves -> 92-Lollipop,92-Lollipop Vinyl Piano,,"Mystery School, DB"
Spectrasonics,Stylus RMX,RMX Grooves -> 125-Emperor,125-Emperor Top Dry,,Crossroad
Spectrasonics,Stylus RMX,RMX Grooves -> 126-Transonica,126-Transonica  Combo,Spammed throughout soundtrack,"Blue Emotion, Western GunRun, Never Die, Dance Away, Chon Pam, Hangar, Genepe, Di Labo, El Anoir Jungle, Hot Blood, PvP Perfect Man, Analog Emotion, The Ocean"
Spectrasonics,Stylus RMX,RMX Grooves -> 128-Mardy Mark,128-Mardy Mark Combo,,"Pyramid Treasure, Ghost House, White Chapel"
Spectrasonics,Stylus RMX,RMX Grooves -> 135-Hysteria,135-Hysteria  Combo a,,Ringing Bells in December
Spectrasonics,Stylus RMX,RMX Grooves -> 135-Hysteria,135-Hysteria Chemical a,,"Blue Emotion, Crystal Cave"
Spectrasonics,Stylus RMX,RMX Grooves -> 140-Drill,140-Drill Basic Beat,,"Lightning Strikes, Sunshine Bar"
Spectrasonics,Stylus RMX,RMX Grooves -> 140-Drill,140-Drill The Drill,,Freestyle Rush
Spectrasonics,Stylus RMX,RMX Grooves -> 160-The Call,160-The Call Combo,,"Prologue Part 2, Bifrost, Volcano, Fragments of Memory"
Spectrasonics,Stylus RMX,RMX Grooves -> 174-World Hunt,174-World Hunt ,Various elements,Spooky Village
Spectrasonics,Stylus RMX,RMX Grooves -> 174-World Hunt,174-World Hunt,Custom Loop,Singing Fairy
Spectrasonics,Stylus RMX,RMX Grooves,,,Chaos! Break! Manga!
Spectrasonics,Stylus RMX,Sound Menus -> Guitar Bits,MENU - Guitar Drive Bits 1,,ban gioo
Spectrasonics,Stylus RMX,Sound Menus -> Retro Hits,MENU - Big Band Electro Hits,"A#6, G#6",ban gioo
Vengeance,Essential Club Sounds Vol. 1,VEC1 FX,VEC1 FX 004,,Don't Freeze!
XLN Audio,Addictive Drums 2,,AD Classic Startup,,Abyss gate
Yamaha,MOTIF Rack,PRE1,001 PowerGrand,,MAY be happy
Yamaha,MOTIF 6,PRE2,D06 SweetFlute,Spammed throughout soundtrack,"Where am i? (arranged ver), Dear. HyeJin, Dark Forest, Welcome to the jungle, Owl Castle, Lonely Sailing, 少女心, Lilliput, My heart is 123 bpm, Toad island #5, Steel City, Genepe, Elias palace, Netural Guild Room, fish"
Yamaha,MOTIF 6,PRE2,G01 SAKURA,,akai ito
Yamaha,MOTIF 6,GM,G12 Koto,,"Owl Castle, black mooon princess, may be happy (winter ver), toad island #1"
Yamaha,MOTIF 6,,,Acoustic bass,Thursday Is Chicken Mayo
Yamaha,MOTIF 6,,,Vibraphone,Magical July
Yamaha,?,,,Mondo Lead,Prologue Part 2
Yellow Tools,Pure Drums,,Funk Kit,Might be ProSamples 43,Don't Freeze!
"Xenepic Online (2007) - SoundTeMP, Dong-Il Kwak",,,,,
Best Service,Ethno World,Woodwind and Brass -> Various Flute FX,Various Flute FX,,Desert 02
EastWest,Symphonic Orchestra,,,,"BGM 47-55, BGM 57"
Hollywood Edge,Premiere Edition Vol. 1,PE-04 Water,,"Various, will detail later",Senondorf
KORG,TRITON-Rack,Programs -> INT-A,A001 Acoustic Piano,,Skull Hex
Roland,SR-JV80-15 Special FX Collection,,006 Illusion,Turn off part 3,Walmer Empire 2
Roland,SR-JV80-15 Special FX Collection,,026 Bad Dreamer,,Walmer Empire 2
Spectrasonics,Distorted Reality,Partition C -> DISTORTORAMA,BAD DREAMS,,Walmer Empire 2
Spectrasonics,Distorted Reality,Partition E -> BOWED METALS,RUSTY SPOKE,,Walmer Empire 2
Spectrasonics,Stylus,,55-Phew and Phar ,"Might be custom loop, c based",Intro
Spectrasonics,Stylus RMX,,68-Small Blocks Combo,,Swamp
Spectrasonics,Stylus RMX,,68-Tower Zero Simple Drums,,Swamp
Spectrasonics,Stylus RMX,,,Check later,Wasteland
Spectrasonics,Stylus RMX,,135-Squashed Basic Break,,A Deadly Fountain Of Vitality
Spectrasonics,Stylus RMX,,160-Find the Exit Combo,Custom loop?,Road of Rock Formation
Spectrasonics,Stylus RMX,,160-Spheres,Trashed and Iced,Road of Rock Formation
Spectrasonics,Stylus RMX,Sound Menus -> Cinematic,MENU - Ambient Metals,,Swamp
Spectrasonics,Symphony of Voices,,,,Dragon's Heart
Yamaha,MOTIF 6,PRE1,F10 JazzGTmelo,,Theme of Eir
Yamaha,MOTIF 6,PRE2,D06 SweetFlute,,"Jotunnheim Forest, Lively Town, Esune"
Yamaha,PLG150-VL,,,,Toyosu Village
"Street Gears (2008) - Jinbae Park, Seung Yeol Kim,",,,,,
KORG,TRITON-Rack,Programs -> INT-C,C028 A Leadlead,,Event 4
Spectrasonics,Stylus RMX,,,Wax Wash,Event 5
Spectrasonics,Vocal Planet,,,Assuming the beatboxing is this,"Title, Ranking"
Yamaha,MOTIF 6,PRE2,D06 SweetFlute,,Event 4
XLN Audio,Addictive Drums,,,Custom kit?,Lobby 5
XLN Audio,Addictive Drums,,Startup,,Episode 1
"G2 Guns Gunner (2009) - Jinbae Park, 'NieN', 'Electronic Boutique', 'makou'",,,,,
EastWest,Symphonic Orchestra,,,,Feathers in the Cage
Native Instruments,FM8,FM7 Legacy,Far East,Could be Airpad from FM8 Factory,Polar Excursion Train
Spectrasonics,Stylus RMX,,143-Mind Bender Big Drums,,Narak
Spectrasonics,Stylus RMX,,160-Spheres Iced,,Polar Excursion Train
Neo Steam: The Shattered Continent (2009) - SoundTeMP,,,,,
EastWest,Symphonic Orchestra,,,,"Being After, Mazy, Deeper than Blue, Forgotten Saga"
Spectrasonics,Symphony of Voices,,,Check later,Lost Elf
Spectrasonics,,,,"Loop, Pristine Age got Mohave?",Dream Down
Yamaha,MOTIF 6,PRE2,D06 SweetFlute,,"New Age, Voyageurs"
Deep Deep Dungeon (2010) - Jinbae Park,,,,,
EastWest,BT Breakz from the Nu Skool ,,090 Graveyard Shift,,Last Dungeon
Spectrasonics,Stylus RMX,RMX Grooves,160-Spheres Iced,,Last Dungeon
XLN Audio,Addictive Drums,,Startup,,vs Common
Monarch: Heroes of a New Age (2013) - Goomin Nam ,,,,,
EastWest,Symphonic Orchestra,,,Everything in almost every track,
Spectrasonics,Metamorphosis S.A.G.E. Xpander,050-059,055-Mohave c,,Wandering Woods
Spectrasonics,Stylus RMX,,174-World Hunt Metalmix 1a,,Dawn of Cablas
Spectrasonics,Stylus RMX,Sound Menus,Cinematic Ambient Metals,C3,"A Land Without a King, Red Gate, Bloodlust, Dawn of Cablas"
"Qurare: Magic Library (2014) - Jinbae Park, Goomin Nam, 'TAK'",,,,,
EastWest,Symphonic Orchestra,,,snares,Crisis of Collapse
Native Instruments,FM8,,Far East,Could be Airpad from FM8 Factory,"Homework, Hark the Herald Angels Sing (Remix)"
Spectrasonics,Stylus RMX,RMX Grooves,160-Spheres Glass,"Custom loop, sounds more like Iced",Vanishing Dimension
Ueberschall,Caribbean Flavors Vol. 1,,10acc080_CF col cum uno_G_1,,Homework
Ueberschall,Caribbean Flavors Vol. 1,,05shk080_CF col cum uno_2,,Homework
"Mabinogi Duel (2015) - ESTIMATE, Jinbae Park, Goomin Nam",,,,,
Spectrasonics,Liquid Grooves S.A.G.E. Xpander,050-059,055-Sand Castles Perc Mix,,Burnt
"Tree of Savior (2016) - SoundTeMP, Jinbae Park, Dong-Il Kwak, Sungwoon Jang, Sungjae Lee, 'Chronos', 'Cinenote', '7Clouds', 'Drogo', 'Gaudium', 'Initium', 'Symphonix'",,,,,
Best Service,Ethno World,Woodwind and Brass -> Various Flute FX,Various Flute FX,,etnica
EastWest,Symphonic Orchestra,,,,
Hollywood Edge,Premiere Edition Vol. 1,"PE-20 Electronic, Sci-Fi",MultipitchedHighFr PE208201,,Heavenly Hell
Roland,JV-2080,PR-A (Preset A Bank),081 Childlike,,Boy's Anthem
Steinberg,HALion,,Whistle Lead,"""Could be from Yamaha""",Cerulean Wind
Spectrasonics,Metamorphosis S.A.G.E. Xpander,100-104,100-Hamstring,,"Constituency, Pas le Leste, Virtue and Vice"
Spectrasonics,Stylus RMX,,,"0:48 ""slushie"" sounding one",Armageddon
Spectrasonics,Stylus RMX,,52-Alice's Dream Combo,,Armageddon
Spectrasonics,Stylus RMX,,52-Alice's Dream Illusion 2,,"Armageddon, Bodacious definition"
Spectrasonics,Stylus RMX,,52-Alice's Dream Illusion 3,,Armageddon
Spectrasonics,Stylus RMX,,68-Tower Zero,,Bodacious definition
Spectrasonics,Stylus RMX,,72-Liquid Frame,,Armageddon
Spectrasonics,Stylus RMX,,72-Liquid Frame Orbital,,"Bodacious definition, Eclipsed Road"
Spectrasonics,Stylus RMX,,135-Squashed No Kick 3,,Tram is running
Spectrasonics,Stylus RMX,,143-MindBender Big Drums,,"Dream of Gold, End of the Day"
Spectrasonics,Stylus RMX,,143-MindBender Half Metal,,"Snowy Bloody, Carol of the Bells"
Spectrasonics,Stylus RMX,,143-MindBender Shakers,,Snowy Bloody
Spectrasonics,Stylus RMX,,160-Find The Exit,Combo + custom combo in Regla,"Battle will Begin, Renaissance, Regla, Renaissance"
Spectrasonics,Stylus RMX,,160-Find The Exit No Thunder,,Synphonia
Spectrasonics,Stylus RMX,,174-World Hunt,,Battle will Begin
Spectrasonics,Stylus RMX,,174-World Hunt Metalmix 1b,,"Repetitive, Signs of Penance, Victor Quest"
Spectrasonics,Symphony of Voices,Disc 2 -> Partition G -> 02 SOP-EH-OH,SOP EH-OH AS,,Armageddon
Yamaha,MOTIF 6,PRE1,A01 PowerGrand,,Fearless Love
Xfer Records,Serum,Seq,SQ Blade [LT],Arpeggiator changed + filter,Wrong Theory
XLN Audio,Addictive Drums 2,,,Custom kitpieces,"Heaven on Earth, Man on Fire, Brilliant Rozee"
"Destiny Child (2016) - Jinbae Park, 'seibin', 'Benicx', 'Muwen', 'ko.yo'",,,,,
EastWest,Symphonic Orchestra,,,,
Ensoniq,EXP-3 Urban Dance Project,EXP030,066 Inharmonica,,PLASTIC CITY (RAID Version)
Native Instruments,FM8,FM7 Legacy,Far East,Could be Airpad from FM8 Factory,情念之心
Native Instruments,Massive,,,Seen in a making-of video thumbnail ,Nostalgia
Roland,SR-JV80-06 Dance,,141 Spooky,,She Loves Lump Sum
Roland,SR-JV80-06 Dance,,0206 Mg Slide U/D,Waveform/menu,Pathos
Roland,XV-5080,PR-C,099 Flying Waltz,,Lil Carta Soul pt.1
Spectrasonics,Metamorphosis S.A.G.E. Xpander,090-094,090-Hop Trip,,bloom ~ Nothing's Gonna Change
Spectrasonics,Omnisphere 2,Human Voices,Classical Soprano Eh-Oh,Could be Symphony of Voices,"A Flower of Revive, Fugue BWV 578 (Remix Version)"
Spectrasonics,Omnisphere 3,Human Voices,Classical Soprano Ohs,Could be Symphony of Voices,Pathos:Replicant
Spectrasonics,Omnisphere 2,Human Voices,Jazz Stacks Dah-Dat,Could be Vocal Planet,"Hello, Master!"
Spectrasonics,Stylus RMX,,60-Volcano Combo,,Wounded Winner
Spectrasonics,Stylus RMX,,62-Artificial Blue,,Le misérable pathos
Spectrasonics,Stylus RMX,,68-Tower Zero Repeater,,Velocity of Light
Spectrasonics,Stylus RMX,,125-EvilEcho Evilness,,Key of Moongate
Spectrasonics,Stylus RMX,,160-Spheres Glass,,Descendants de Seth
Spectrasonics,Stylus RMX,,175-World Hunt Metalmix 1a,Could be 1b. Set time to 3/4,Pathos:Replicant
Spectrasonics,Vocal Planet,Disc 3 -> Partition H -> 2 VOCAL WIND,A TO O SWEEP,,Pathos Finally Vanished
Spectrasonics,Vocal Planet,Disc 3 -> Partition H -> 2 VOCAL WIND,O-NOISE BED,,Pathos Finally Vanished
Yamaha,MONTAGE 8,,,Piano,Pathos Refrain
Yamaha,MONTAGE 8,,,Motif GM Koto/Sakura equivalent,"bloom ~ Nothing's Gonna Change, bloom (Remix), 月宮姮娥 (Instrumental Ver.), 一蘭姮娥"
"Ragnarok M: Eternal Love (2017) - SoundTeMP, ESTIMATE, Goomin Nam,",,,,,
,,,,"check this track out later, got stuff",odin_tem
EastWest,Symphonic Orchestra,,,,"Adventure Prelude, Eternal Honor"
Native Instruments,FM8,FM7 Legacy,Far East,Could be Airpad from FM8 Factory,"First Light of Day, Title"
Native Instruments,FM8,FM7 Legacy,Stringbells,,"A promise of light and the future, Title, Rollercoaster Marriage, Theme of Prontera"
Spectrasonics,Metamorphosis S.A.G.E. Xpander,050-059,55-Mohave c,,Soul Garden
The Roll of Genesis (2018) - Goomin Nam,,,,,
EastWest,Symphonic Orchestra,,,"Everything, scattered everywhere",
EastWest,Symphonic Orchestra,Perc -> Drums,Snare Ens Large,,Ball
Native Instruments,FM8,FM7 Legacy,Far East,Could be Airpad from FM8 Factory,Title
Spectrasonics,Stylus RMX,RMX Gooves -> 70-Datalife,70-Datalife Vibro,,Defeat
"Spiritwish (2019) - SoundTeMP, Corners Groove, QUESTRO SOUND, Goo-Hee Kwon, Goomin Nam, Sungwoon Jang,",,,,,
EastWest,Symphonic Orchestra,,,,
KORG,Minilogue,,,,
Roland,SOUND Canvas SC-88 Pro,,,,
Spectrasonics,Trilian,Bass - Electric Fingered,Clean Fender - Full Range,,Light
Steinberg,Retrologue 2,,Saw Morph Arp,,Newtrolly
Vengeance Sound,8 Bit Era,Sequences,SQ Filterfunk,Avenger's Bitcrusher added,Newtrolly
Vengeance Sound,VPS Avenger,,,,
"Exos Heroes (2019) - ESTIMATE, Jinbae Park, Goomin Nam,",,,,,
EastWest,Symphonic Orchestra,,,,
EastWest,Symphonic Orchestra,,,snares and string fx,Battle Special 04
Heavyocity,Damage,,,,
Hollywood Edge,Premiere Edition Vol. 1,PE-04 Water,DripSingleFallsLiq PE041401,"Might not be exact one, big reverb",Synergy
Hollywood Edge,Premiere Edition Vol. 1,"PE-17 Telephones, Cameras, Clocks",DeskTopClockTicks PE179501,,Estoris Field
Spectrasonics,Stylus RMX,,160-Find The Exit Combo,,Battle Special 06
,,,,,
,,,,,
,,,,,
,,,,,
Section 2 - Package Games,,,,,
" - Games which you can buy physically or digitally with no online necessity to function.
",,,,,
"Genocide 2: Master of the Dark Communion (1995) - Goo-Hee Kwon, Dong-Il Kwak, Seock-Jin Lee",,,,,
Roland,,,,"Everything, everywhere",
"Astrocounter of Crescents (1996) - Goo-Hee Kwon, Dong-Il Kwak",,,,,
Roland,JV-2080,,,"Everything, everywhere",
Roland,JV-2080,PR-B,070 4 Hits 4 You,,KAIST Special Stage
The Rhapsody of Zephyr (1998) - 4TUNE,,,,,
Ensoniq,MR-Rack,ROM004,097 Atomic Lead,Could be RAM001:022 Chat Lead,Astray
Ensoniq,MR-Rack,ROM005,004 Dbl 6-Strng,Possibly ROM005:001 Spruce Top?,"Town Part1, Town Part2, Force Field, PEACE"
Ensoniq,EXP-1 The Real World,,,,Jungle 2 Jungle
Roland,JV-2080,,,"Everything, everywhere",Precious Memories
Roland,SC-88Pro,,,As per ESTi's statement,Precious Memories
"Princess Maker 3: Fairy Tales Come True (1998) - Goo-Hee Kwon, Dong-Il Kwak",,,,,
Ensoniq,MR-Rack,RAM001,049 MR Coffee,,Test
Roland,JV-2080,,,"Everything, everywhere",
Roland,SR-JV80-06 Dance,,0125 Here We Go,Waveform/menu,Arbeit I
Roland,SR-JV80-06 Dance,,0144 Giggle,Waveform/menu,Arbeit I
Roland,SR-JV80-06 Dance,,0205 Mg Slide Dwn,Waveform/menu,Arbeit I
Roland,SR-JV80-06 Dance,,0206 Mg Slide U/D,Waveform/menu,Arbeit I
Roland,SR-JV80-06 Dance,,028 Swingin' 110,,A Fairy Seen in a Dream (Final)
Roland,SR-JV80-06 Dance,,42 Cruisin' 124,,Free Action
Roland,SR-JV80-06 Dance,,141 Spooky,,Arbeit I
Roland,SR-JV80-06 Dance,,160 Tape Spin,,Arbeit I
Roland,SR-JV80-06 Dance,,,Reverse tape spin,A Fairy Seen in a Dream (Final)
Ant Man 2 (1998) - SoundTeMP,,,,,
Roland,JV-2080,,,"Everything, everywhere",
Roland,SR-JV80-05 World,,,,Track 20
Tempest (1998) - SoundTeMP,,,,,
Ensoniq,MR-Rack,ROM005,004 Dbl 6-Strng,,"안타리아의 평화, 암운"
Roland,JV-2080,,,"Everything, everywhere",
Merturl Wizard (1998) - SoundTeMP,,,,,
Roland,JV-2080,,,"Everything, everywhere",
